Mental Health Issue,HIV/AIDS,Tobacco Use,Alcohol Use,Access to Mental Health Services,Access to SRH Education,Physical Activity,Overweight/Obesity,Age Group,Education Level,Coping Mechanism
0.43,0.016,0.11,0.2,0.028,0.64,0.41,0.14,15-20,Tertiary,Seeking Help
0.52,0.018,0.15,0.15,0.012,0.62,0.38,0.1,26-30,Tertiary,Socializing
0.24,0.01,0.16,0.14,0.074,0.52,0.42,0.12,15-20,Primary,Seeking Help
0.36,0.02,0.13,0.12,0.064,0.67,0.39,0.15,21-25,Tertiary,Isolation
0.31,0.018,0.13,0.18,0.075,0.29,0.46,0.07,21-25,Primary,Exercise
0.27,0.016,0.07,0.11,0.046,0.59,0.28,0.07,21-25,No Formal Education,Seeking Help
0.31,0.022,0.13,0.16,0.058,0.79,0.28,0.06,21-25,Secondary,Socializing
0.21,0.013,0.11,0.11,0.056,0.6,0.21,0.09,15-20,Tertiary,Socializing
0.26,0.022,0.1,0.18,0.053,0.73,0.42,0.08,21-25,Secondary,Seeking Help
0.24,0.01,0.12,0.2,0.0,0.43,0.41,0.06,15-20,Secondary,Socializing
0.37,0.03,0.12,0.26,0.053,0.79,0.29,0.17,21-25,Primary,Socializing
0.21,0.02,0.11,0.16,0.047,0.58,0.29,0.13,21-25,Tertiary,Seeking Help
0.32,0.031,0.11,0.1,0.022,0.58,0.52,0.1,21-25,Secondary,Isolation
0.24,0.012,0.11,0.1,0.017,0.4,0.27,0.1,15-20,Secondary,Substance Use
0.35,0.018,0.12,0.16,0.056,0.51,0.49,0.11,15-20,Secondary,Substance Use
0.31,0.026,0.16,0.19,0.052,0.56,0.26,0.13,26-30,Secondary,Isolation
0.26,0.024,0.16,0.12,0.056,0.46,0.37,0.1,21-25,Primary,Seeking Help
0.39,0.023,0.08,0.18,0.072,0.62,0.29,-0.0,21-25,Secondary,Seeking Help
0.18,0.019,0.08,0.15,0.077,0.65,0.49,0.09,21-25,No Formal Education,Substance Use
0.25,0.016,0.11,0.12,0.033,0.55,0.48,0.07,15-20,Secondary,Seeking Help
0.21,0.021,0.1,0.17,0.044,0.47,0.26,0.1,15-20,No Formal Education,Seeking Help
0.1,0.02,0.12,0.22,0.063,0.57,0.32,0.17,26-30,Tertiary,Exercise
0.22,0.022,0.11,0.14,0.084,0.66,0.42,0.16,21-25,Secondary,Substance Use
0.24,0.026,0.13,0.12,0.076,0.5,0.4,0.07,26-30,Secondary,Substance Use
0.31,0.019,0.13,0.03,0.044,0.63,0.36,0.1,21-25,Tertiary,Seeking Help
0.3,0.018,0.08,0.11,0.05,0.72,0.41,0.25,21-25,Primary,Substance Use
0.4,0.014,0.11,0.18,0.064,0.61,0.43,0.16,15-20,Secondary,Substance Use
0.35,0.012,0.1,0.16,0.037,0.72,0.31,0.2,26-30,Tertiary,Exercise
0.31,0.014,0.09,0.23,0.08,0.56,0.34,0.13,21-25,Tertiary,Isolation
0.4,0.025,0.13,0.11,0.068,0.55,0.32,0.08,15-20,Tertiary,Isolation
0.17,0.026,0.12,0.14,0.037,0.63,0.27,0.16,15-20,Secondary,Socializing
0.37,0.013,0.11,0.16,0.059,0.66,0.48,0.03,21-25,Secondary,Socializing
0.3,0.017,0.13,0.15,0.077,0.39,0.43,0.16,21-25,Secondary,Seeking Help
0.43,0.022,0.13,0.21,0.065,0.41,0.46,0.11,26-30,Secondary,Exercise
0.37,0.022,0.1,0.05,0.048,0.65,0.34,0.18,15-20,Secondary,Socializing
0.11,0.025,0.2,0.26,0.04,0.79,0.22,0.15,15-20,Primary,Socializing
0.18,0.024,0.14,0.2,0.033,0.46,0.42,0.13,21-25,Tertiary,Substance Use
0.25,0.018,0.1,0.19,0.078,0.58,0.34,0.1,21-25,Secondary,Isolation
0.22,0.013,0.14,0.23,0.002,0.64,0.35,0.08,26-30,Primary,Isolation
0.17,0.026,0.09,0.12,0.009,0.54,0.2,0.07,26-30,Secondary,Socializing
0.21,0.028,0.11,0.12,0.074,0.58,0.4,0.11,26-30,Secondary,Exercise
0.15,0.021,0.13,0.27,0.037,0.59,0.49,0.17,26-30,Primary,Socializing
0.35,0.022,0.13,0.18,0.02,0.54,0.36,0.11,21-25,Secondary,Exercise
0.33,0.012,0.14,0.14,0.059,0.63,0.24,0.11,21-25,Secondary,Seeking Help
0.26,0.024,0.03,0.16,0.052,0.79,0.28,0.04,15-20,Primary,Substance Use
0.5,0.025,0.09,0.17,0.043,0.55,0.28,0.0,21-25,Secondary,Seeking Help
0.15,0.034,0.15,0.11,0.038,0.53,0.28,0.2,21-25,Secondary,Socializing
0.4,0.021,0.11,0.12,0.055,0.51,0.4,0.1,26-30,Tertiary,Seeking Help
0.32,0.015,0.14,0.14,0.077,0.34,0.54,0.11,15-20,Secondary,Socializing
0.14,0.013,0.12,0.13,0.043,0.51,0.46,0.07,26-30,Secondary,Seeking Help
0.35,0.019,0.12,0.25,0.036,0.64,0.55,0.19,26-30,No Formal Education,Exercise
0.34,0.014,0.1,0.07,0.071,0.53,0.52,0.06,21-25,No Formal Education,Socializing
0.37,0.015,0.1,0.16,0.008,0.58,0.33,0.03,26-30,Secondary,Exercise
0.27,0.013,0.15,0.06,0.051,0.42,0.37,0.14,21-25,Tertiary,Socializing
0.22,0.019,0.13,0.11,0.051,0.51,0.42,0.03,26-30,No Formal Education,Isolation
0.25,0.019,0.12,0.24,0.077,0.66,0.41,0.15,21-25,Secondary,Socializing
0.36,0.033,0.11,0.13,0.084,0.44,0.36,0.0,15-20,Tertiary,Isolation
0.19,0.022,0.12,0.14,0.063,0.59,0.51,0.09,21-25,Secondary,Socializing
0.31,0.026,0.09,0.07,0.084,0.48,0.33,-0.0,15-20,Secondary,Socializing
0.45,0.02,0.09,0.13,0.082,0.54,0.48,0.11,15-20,Secondary,Socializing
0.35,0.017,0.15,0.1,0.041,0.58,0.15,0.02,21-25,Primary,Socializing
0.35,0.02,0.1,0.15,0.051,0.63,0.37,0.07,15-20,No Formal Education,Socializing
0.41,0.019,0.12,0.11,0.027,0.6,0.36,0.1,15-20,Tertiary,Exercise
0.35,0.027,0.13,0.12,0.027,0.81,0.4,0.18,21-25,Secondary,Exercise
0.31,0.022,0.13,0.14,0.039,0.74,0.24,0.22,26-30,Primary,Substance Use
0.24,0.026,0.08,0.18,0.055,0.58,0.43,0.07,26-30,Primary,Seeking Help
0.24,0.027,0.1,0.19,0.056,0.55,0.26,0.16,21-25,No Formal Education,Seeking Help
0.39,0.017,0.13,0.18,0.032,0.43,0.67,0.02,15-20,No Formal Education,Isolation
0.31,0.027,0.15,0.2,0.042,0.77,0.35,0.08,15-20,Tertiary,Seeking Help
0.21,0.007,0.09,0.11,0.053,0.72,0.51,0.12,15-20,No Formal Education,Exercise
0.34,0.007,0.17,0.16,0.042,0.57,0.38,0.0,21-25,Primary,Substance Use
0.47,0.018,0.1,0.19,0.042,0.65,0.5,0.17,15-20,Secondary,Exercise
0.14,0.013,0.1,0.13,0.063,0.72,0.22,0.06,21-25,Secondary,Seeking Help
0.3,0.02,0.1,0.15,0.04,0.76,0.39,0.08,21-25,Secondary,Seeking Help
0.28,0.011,0.1,0.15,0.038,0.53,0.39,0.13,21-25,Secondary,Socializing
0.44,0.015,0.11,0.17,0.058,0.49,0.41,0.15,15-20,Secondary,Exercise
0.29,0.019,0.13,0.22,0.056,0.69,0.17,0.09,15-20,No Formal Education,Exercise
0.31,0.021,0.17,0.16,0.055,0.68,0.34,0.11,26-30,Secondary,Seeking Help
0.32,0.027,0.15,0.18,0.073,0.61,0.4,0.14,26-30,Secondary,Seeking Help
0.38,0.017,0.12,0.14,0.0,0.57,0.46,0.11,15-20,Secondary,Exercise
0.38,0.023,0.12,0.24,0.084,0.59,0.38,0.01,21-25,Secondary,Socializing
0.23,0.019,0.15,0.18,0.071,0.74,0.2,0.1,15-20,Secondary,Seeking Help
0.17,0.024,0.07,0.1,0.044,0.68,0.48,0.16,15-20,Secondary,Socializing
0.15,0.016,0.1,0.13,0.045,0.41,0.39,0.14,26-30,Secondary,Seeking Help
0.27,0.022,0.07,0.13,0.023,0.63,0.34,0.09,21-25,Secondary,Seeking Help
0.43,0.015,0.11,0.14,0.045,0.54,0.35,0.13,15-20,Secondary,Substance Use
0.18,0.02,0.11,0.21,0.058,0.63,0.33,0.11,21-25,Tertiary,Exercise
0.51,0.016,0.1,0.18,0.054,0.63,0.39,-0.0,15-20,Tertiary,Exercise
0.34,0.022,0.13,0.08,0.066,0.45,0.44,0.08,21-25,Tertiary,Seeking Help
0.12,0.022,0.1,0.14,0.029,0.48,0.57,0.12,26-30,No Formal Education,Seeking Help
0.24,0.019,0.1,0.17,0.038,0.57,0.42,0.14,15-20,Secondary,Socializing
0.35,0.024,0.14,0.14,0.053,0.77,0.44,0.09,21-25,Primary,Exercise
0.38,0.025,0.09,0.19,0.094,0.47,0.44,0.11,21-25,Secondary,Exercise
0.1,0.016,0.1,0.14,0.06,0.66,0.39,0.03,15-20,Primary,Socializing
0.46,0.021,0.12,0.14,0.043,0.71,0.43,0.14,21-25,No Formal Education,Substance Use
0.36,0.028,0.13,0.13,0.068,0.38,0.32,0.17,15-20,Secondary,Seeking Help
0.33,0.015,0.14,0.18,0.067,0.63,0.33,0.13,21-25,Secondary,Socializing
0.57,0.02,0.12,0.19,0.066,0.81,0.42,0.13,15-20,Primary,Seeking Help
0.24,0.022,0.16,0.11,0.04,0.7,0.53,0.14,21-25,Secondary,Seeking Help
0.25,0.012,0.11,0.19,0.061,0.76,0.54,0.18,21-25,Primary,Isolation
0.51,0.03,0.12,0.17,0.049,0.73,0.56,0.18,21-25,Primary,Isolation
0.24,0.016,0.14,0.2,0.065,0.41,0.17,0.07,21-25,Tertiary,Socializing
0.3,0.017,0.09,0.14,0.054,0.59,0.38,0.13,21-25,Tertiary,Socializing
0.12,0.019,0.16,0.16,0.081,0.6,0.42,0.08,26-30,Tertiary,Isolation
0.47,0.015,0.1,0.19,0.028,0.64,0.34,0.16,21-25,Primary,Substance Use
0.22,0.022,0.13,0.11,0.043,0.51,0.42,0.1,21-25,Secondary,Substance Use
0.34,0.027,0.09,0.14,0.036,0.56,0.4,0.13,21-25,Secondary,Socializing
0.39,0.023,0.09,0.07,0.043,0.69,0.51,0.08,21-25,Secondary,Seeking Help
0.27,0.022,0.12,0.08,0.074,0.61,0.31,0.15,26-30,Primary,Seeking Help
0.41,0.024,0.16,0.1,0.029,0.73,0.51,0.12,15-20,Primary,Substance Use
0.16,0.017,0.15,0.13,0.06,0.61,0.38,0.12,15-20,No Formal Education,Socializing
0.33,0.017,0.13,0.13,0.051,0.59,0.37,0.11,26-30,Tertiary,Substance Use
0.3,0.028,0.18,0.21,0.0,0.71,0.21,0.13,15-20,Primary,Exercise
0.5,0.024,0.1,0.21,0.045,0.45,0.53,0.13,15-20,No Formal Education,Seeking Help
0.34,0.013,0.18,0.11,0.03,0.72,0.55,0.14,21-25,Secondary,Seeking Help
0.23,0.029,0.09,0.14,0.013,0.61,0.41,0.14,15-20,Primary,Isolation
0.4,0.027,0.11,0.18,0.058,0.66,0.28,0.09,26-30,Secondary,Socializing
0.31,0.023,0.13,0.12,0.057,0.44,0.54,0.08,26-30,Primary,Socializing
0.35,0.026,0.13,0.16,0.08,0.52,0.52,0.11,15-20,Tertiary,Socializing
0.31,0.028,0.14,0.16,0.036,0.75,0.34,0.05,26-30,Tertiary,Seeking Help
0.26,0.02,0.08,0.1,0.03,0.47,0.51,0.17,26-30,No Formal Education,Exercise
0.34,0.025,0.14,0.26,0.06,0.65,0.47,0.2,21-25,Primary,Socializing
0.27,0.033,0.06,0.13,0.054,0.57,0.41,0.09,21-25,Primary,Socializing
0.47,0.017,0.11,0.17,0.06,0.69,0.35,0.15,21-25,Secondary,Isolation
0.11,0.019,0.09,0.11,0.043,0.69,0.53,0.07,15-20,Primary,Substance Use
0.32,0.014,0.11,0.21,0.039,0.49,0.4,0.03,21-25,Primary,Substance Use
0.19,0.019,0.1,0.07,0.036,0.65,0.32,0.04,21-25,Tertiary,Socializing
0.27,0.027,0.11,0.2,0.053,0.48,0.53,0.07,21-25,Secondary,Socializing
0.22,0.015,0.15,0.16,0.067,0.71,0.47,0.04,21-25,Primary,Exercise
0.29,0.025,0.08,0.18,0.052,0.81,0.45,0.17,15-20,Primary,Exercise
0.19,0.028,0.13,0.15,0.056,0.49,0.48,0.13,21-25,Primary,Socializing
0.29,0.01,0.16,0.15,0.021,0.65,0.42,0.12,21-25,Primary,Exercise
0.27,0.017,0.2,0.14,0.049,0.56,0.47,0.15,15-20,Secondary,Socializing
0.28,0.028,0.11,0.12,0.046,0.65,0.15,0.12,21-25,No Formal Education,Exercise
0.39,0.023,0.1,0.15,0.038,0.56,0.28,0.08,15-20,Primary,Exercise
0.26,0.015,0.08,0.1,0.065,0.65,0.33,0.04,21-25,Primary,Seeking Help
0.34,0.018,0.07,0.19,0.067,0.65,0.47,0.0,26-30,Secondary,Seeking Help
0.49,0.022,0.13,0.17,0.052,0.73,0.42,0.02,26-30,Primary,Socializing
0.19,0.025,0.16,0.15,0.075,0.76,0.57,0.13,26-30,Secondary,Seeking Help
0.35,0.03,0.15,0.13,0.064,0.47,0.15,0.13,26-30,Tertiary,Socializing
0.2,0.019,0.09,0.12,0.048,0.55,0.45,0.03,21-25,Tertiary,Seeking Help
0.35,0.024,0.15,0.14,0.053,0.6,0.44,0.11,21-25,Tertiary,Isolation
0.19,0.019,0.16,0.05,0.016,0.49,0.2,0.1,21-25,Primary,Exercise
0.34,0.021,0.1,0.16,0.061,0.56,0.49,0.12,15-20,Tertiary,Socializing
0.49,0.024,0.17,0.16,0.064,0.62,0.41,0.01,15-20,Tertiary,Seeking Help
0.34,0.016,0.12,0.11,0.074,0.44,0.24,0.07,26-30,Secondary,Seeking Help
0.28,0.023,0.13,0.14,0.042,0.79,0.29,0.05,21-25,Primary,Exercise
0.33,0.013,0.11,0.15,0.057,0.71,0.34,0.08,26-30,Primary,Exercise
0.12,0.023,0.06,0.09,0.054,0.47,0.38,0.24,21-25,Primary,Socializing
0.36,0.031,0.11,0.13,0.032,0.73,0.53,0.08,26-30,Secondary,Substance Use
0.26,0.02,0.12,0.23,0.056,0.67,0.44,0.15,15-20,Primary,Seeking Help
0.41,0.013,0.11,0.22,0.045,0.51,0.44,0.09,26-30,Secondary,Exercise
0.31,0.014,0.09,0.21,0.084,0.55,0.47,0.11,21-25,Tertiary,Seeking Help
0.15,0.024,0.14,0.18,0.055,0.48,0.45,0.06,15-20,Tertiary,Socializing
0.27,0.01,0.1,0.28,0.08,0.54,0.4,0.16,21-25,Tertiary,Socializing
0.14,0.017,0.08,0.12,0.041,0.67,0.37,0.06,26-30,Secondary,Substance Use
0.37,0.021,0.1,0.13,0.036,0.56,0.21,0.15,15-20,No Formal Education,Seeking Help
0.22,0.032,0.11,0.14,0.076,0.61,0.31,0.09,15-20,Tertiary,Exercise
0.38,0.031,0.16,0.19,0.07,0.62,0.31,0.08,26-30,Secondary,Exercise
0.18,0.02,0.09,0.12,0.051,0.69,0.27,0.12,21-25,Secondary,Socializing
0.33,0.015,0.08,0.2,0.059,0.61,0.55,0.1,26-30,No Formal Education,Isolation
0.32,0.026,0.07,0.09,0.067,0.77,0.32,0.13,26-30,No Formal Education,Seeking Help
0.39,0.019,0.07,0.16,0.069,0.65,0.48,0.17,26-30,Tertiary,Isolation
0.22,0.021,0.15,0.04,0.069,0.58,0.29,0.0,15-20,Secondary,Socializing
0.35,0.023,0.2,0.14,0.029,0.54,0.22,0.12,15-20,Primary,Socializing
0.23,0.026,0.16,0.11,0.051,0.51,0.52,0.16,21-25,Secondary,Seeking Help
0.39,0.021,0.11,0.13,0.046,0.6,0.31,0.05,21-25,Primary,Exercise
0.43,0.024,0.14,0.19,0.037,0.6,0.3,-0.0,21-25,Tertiary,Seeking Help
0.24,0.017,0.15,0.18,0.09,0.56,0.16,0.0,15-20,Primary,Exercise
0.23,0.015,0.12,0.2,0.038,0.47,0.57,0.1,15-20,Secondary,Seeking Help
0.16,0.019,0.16,0.09,0.086,0.52,0.29,0.19,15-20,Tertiary,Substance Use
0.09,0.016,0.08,0.16,0.068,0.53,0.52,0.11,21-25,Primary,Seeking Help
0.38,0.024,0.17,0.12,0.07,0.62,0.49,0.14,26-30,Secondary,Isolation
0.41,0.032,0.11,0.17,0.036,0.83,0.39,0.06,21-25,Secondary,Seeking Help
0.28,0.019,0.14,0.07,0.046,0.63,0.3,0.0,21-25,Tertiary,Seeking Help
0.21,0.02,0.1,0.19,0.063,0.58,0.46,0.05,15-20,Secondary,Substance Use
0.25,0.029,0.11,0.04,0.052,0.66,0.58,0.04,21-25,Secondary,Exercise
0.32,0.032,0.09,0.2,0.04,0.51,0.61,0.14,21-25,Primary,Socializing
0.38,0.014,0.13,0.17,0.043,0.57,0.48,0.09,21-25,Secondary,Substance Use
0.19,0.014,0.12,0.11,0.057,0.71,0.45,0.1,26-30,No Formal Education,Seeking Help
0.31,0.023,0.13,0.16,0.017,0.74,0.38,0.16,15-20,Secondary,Seeking Help
0.3,0.02,0.1,0.11,0.054,0.64,0.51,0.01,26-30,Secondary,Socializing
0.22,0.026,0.14,0.13,0.052,0.42,0.29,0.1,15-20,Secondary,Socializing
0.38,0.024,0.1,0.1,0.055,0.56,0.26,0.08,15-20,Primary,Seeking Help
0.39,0.02,0.14,0.12,0.023,0.46,0.3,0.11,15-20,Primary,Seeking Help
0.28,0.022,0.12,0.14,0.064,0.61,0.33,0.23,21-25,Secondary,Substance Use
0.31,0.023,0.15,0.14,0.033,0.55,0.51,0.11,21-25,Primary,Socializing
0.2,0.015,0.11,0.15,0.043,0.64,0.37,0.14,26-30,Secondary,Isolation
0.35,0.021,0.08,0.06,0.071,0.61,0.34,0.07,21-25,Tertiary,Seeking Help
0.49,0.017,0.11,0.11,0.027,0.74,0.43,0.1,26-30,Secondary,Substance Use
0.41,0.019,0.11,0.08,0.053,0.68,0.35,0.12,21-25,Primary,Socializing
0.27,0.024,0.11,0.26,0.042,0.7,0.38,0.14,21-25,No Formal Education,Socializing
0.14,0.016,0.07,0.15,0.071,0.51,0.2,0.14,21-25,Secondary,Exercise
0.33,0.02,0.11,0.16,0.067,0.5,0.32,0.17,21-25,Secondary,Seeking Help
0.29,0.016,0.07,0.22,0.073,0.53,0.41,0.14,26-30,Primary,Seeking Help
0.26,0.018,0.13,0.19,0.048,0.43,0.33,0.1,15-20,Primary,Socializing
0.35,0.027,0.1,0.24,0.047,0.58,0.3,0.12,15-20,Primary,Exercise
0.3,0.019,0.11,0.14,0.049,0.51,0.61,0.22,26-30,Tertiary,Socializing
0.22,0.019,0.12,0.24,0.054,0.69,0.26,0.11,21-25,Tertiary,Seeking Help
0.35,0.01,0.14,0.16,0.024,0.52,0.49,0.12,15-20,Secondary,Socializing
0.28,0.015,0.15,0.12,0.077,0.57,0.42,0.08,15-20,Primary,Isolation
0.22,0.016,0.1,0.11,0.029,0.57,0.32,0.06,21-25,Secondary,Substance Use
0.22,0.025,0.1,0.08,0.064,0.72,0.37,0.14,26-30,Secondary,Substance Use
0.23,0.019,0.11,0.02,0.044,0.4,0.29,0.15,15-20,Secondary,Seeking Help
0.27,0.013,0.1,0.2,0.06,0.64,0.55,0.16,26-30,Primary,Seeking Help
0.13,0.018,0.12,0.14,0.055,0.68,0.6,0.14,21-25,Secondary,Seeking Help
0.32,0.028,0.11,0.25,0.063,0.64,0.42,0.2,21-25,Secondary,Socializing
0.47,0.02,0.16,0.15,0.057,0.57,0.55,0.0,21-25,Secondary,Socializing
0.15,0.014,0.18,0.12,0.061,0.64,0.41,0.09,26-30,Secondary,Exercise
0.13,0.019,0.1,0.14,0.082,0.55,0.51,0.14,21-25,Secondary,Socializing
0.38,0.019,0.12,0.2,0.047,0.55,0.45,0.07,15-20,Primary,Isolation
0.34,0.021,0.12,0.12,0.091,0.56,0.24,0.16,15-20,Secondary,Exercise
0.21,0.021,0.12,0.16,0.059,0.58,0.53,0.0,15-20,Tertiary,Exercise
0.12,0.016,0.09,0.2,0.057,0.47,0.51,0.15,21-25,Secondary,Isolation
0.47,0.023,0.15,0.16,0.055,0.55,0.35,0.06,15-20,Primary,Seeking Help
0.35,0.027,0.11,0.21,0.046,0.57,0.35,0.05,26-30,Secondary,Isolation
0.26,0.028,0.19,0.1,0.011,0.53,0.4,-0.0,26-30,Tertiary,Seeking Help
0.25,0.015,0.12,0.14,0.085,0.55,0.36,0.08,26-30,Secondary,Seeking Help
0.24,0.02,0.11,0.12,0.053,0.48,0.44,0.15,21-25,Primary,Seeking Help
0.35,0.017,0.15,0.03,0.013,0.56,0.52,0.14,26-30,Secondary,Socializing
0.17,0.014,0.17,0.14,0.021,0.6,0.45,0.11,26-30,Secondary,Substance Use
0.27,0.018,0.12,0.21,0.076,0.64,0.23,0.06,26-30,Secondary,Seeking Help
0.4,0.026,0.14,0.16,0.065,0.61,0.54,0.09,15-20,Tertiary,Seeking Help
0.24,0.015,0.09,0.12,0.048,0.42,0.37,0.13,21-25,Secondary,Socializing
0.33,0.021,0.1,0.14,0.064,0.56,0.38,0.12,21-25,Secondary,Substance Use
0.32,0.026,0.1,0.11,0.049,0.61,0.34,0.13,26-30,Secondary,Seeking Help
0.58,0.02,0.13,0.17,0.057,0.68,0.36,0.06,26-30,Secondary,Socializing
0.28,0.019,0.17,0.14,0.046,0.49,0.27,0.08,26-30,Secondary,Isolation
0.45,0.026,0.07,0.1,0.04,0.74,0.46,0.06,15-20,Tertiary,Isolation
0.34,0.015,0.11,0.14,0.075,0.52,0.41,0.12,26-30,Primary,Substance Use
0.32,0.023,0.16,0.22,0.05,0.6,0.29,0.02,26-30,No Formal Education,Seeking Help
0.26,0.02,0.17,0.14,0.017,0.66,0.53,0.18,21-25,Secondary,Isolation
0.34,0.02,0.15,0.19,0.055,0.52,0.25,0.06,15-20,Tertiary,Substance Use
0.41,0.02,0.12,0.1,0.054,0.72,0.33,0.06,26-30,Secondary,Seeking Help
0.41,0.024,0.14,0.13,0.059,0.43,0.42,0.12,26-30,Tertiary,Seeking Help
0.3,0.022,0.09,0.12,0.026,0.76,0.34,0.14,21-25,Secondary,Socializing
0.34,0.021,0.13,0.16,0.069,0.57,0.36,0.16,26-30,Secondary,Exercise
0.48,0.021,0.08,0.22,0.062,0.42,0.33,0.13,21-25,Tertiary,Isolation
0.26,0.026,0.11,0.2,0.085,0.52,0.44,0.09,15-20,Tertiary,Exercise
0.33,0.019,0.08,0.21,0.042,0.48,0.34,0.15,21-25,Primary,Exercise
0.43,0.014,0.18,0.15,0.048,0.65,0.46,0.06,15-20,Secondary,Substance Use
0.37,0.029,0.12,0.11,0.035,0.48,0.21,0.02,15-20,Secondary,Exercise
0.33,0.021,0.16,0.2,0.061,0.55,0.41,0.12,26-30,Secondary,Exercise
0.26,0.022,0.04,0.13,0.052,0.7,0.39,0.09,15-20,Secondary,Socializing
0.33,0.023,0.12,0.15,0.055,0.58,0.44,0.06,26-30,Primary,Exercise
0.31,0.025,0.14,0.18,0.053,0.65,0.33,0.09,26-30,Primary,Exercise
0.41,0.013,0.17,0.13,0.023,0.74,0.39,0.12,21-25,Secondary,Seeking Help
0.33,0.024,0.15,0.23,0.055,0.56,0.53,0.11,21-25,Secondary,Exercise
0.32,0.02,0.13,0.22,0.022,0.59,0.35,0.07,21-25,Secondary,Exercise
0.36,0.018,0.07,0.2,0.053,0.57,0.54,0.09,21-25,Secondary,Socializing
0.37,0.029,0.11,0.16,0.056,0.51,0.56,0.16,21-25,Secondary,Exercise
0.36,0.023,0.13,0.13,0.061,0.47,0.56,0.1,26-30,Secondary,Exercise
0.31,0.018,0.12,0.19,0.072,0.6,0.38,0.11,15-20,Primary,Isolation
0.18,0.018,0.12,0.13,0.042,0.76,0.41,0.07,21-25,Primary,Seeking Help
0.17,0.023,0.1,0.15,0.052,0.7,0.33,0.11,15-20,Secondary,Seeking Help
0.24,0.022,0.14,0.12,0.095,0.6,0.31,0.06,21-25,Secondary,Socializing
0.52,0.015,0.14,0.17,0.05,0.45,0.47,0.1,15-20,Tertiary,Isolation
0.18,0.015,0.16,0.11,0.055,0.63,0.43,0.15,26-30,Secondary,Exercise
0.41,0.022,0.09,0.18,0.022,0.62,0.45,-0.0,15-20,Secondary,Seeking Help
0.31,0.021,0.15,0.05,0.031,0.66,0.25,0.17,26-30,Secondary,Seeking Help
0.43,0.026,0.09,0.23,0.055,0.6,0.29,0.17,15-20,No Formal Education,Seeking Help
0.39,0.029,0.1,0.11,0.013,0.73,0.39,0.12,21-25,Secondary,Substance Use
0.38,0.02,0.19,0.16,0.044,0.63,0.4,0.08,15-20,Secondary,Seeking Help
0.36,0.013,0.1,0.19,0.087,0.54,0.26,0.12,26-30,Tertiary,Isolation
0.07,0.028,0.09,0.18,0.044,0.59,0.33,0.06,15-20,Tertiary,Socializing
0.43,0.008,0.13,0.12,0.043,0.5,0.57,0.13,26-30,Primary,Exercise
0.27,0.009,0.14,0.11,0.066,0.54,0.42,0.0,21-25,Secondary,Substance Use
0.49,0.02,0.1,0.06,0.041,0.48,0.44,0.04,21-25,Secondary,Socializing
0.37,0.016,0.1,0.11,0.069,0.5,0.51,0.08,21-25,Primary,Isolation
0.1,0.02,0.09,0.09,0.115,0.72,0.37,0.13,21-25,Primary,Socializing
0.24,0.019,0.13,0.17,0.035,0.57,0.38,0.14,21-25,Tertiary,Exercise
0.13,0.019,0.13,0.19,0.04,0.6,0.11,0.12,15-20,Secondary,Isolation
0.17,0.023,0.11,0.19,0.055,0.73,0.45,0.1,26-30,Secondary,Substance Use
0.35,0.02,0.1,0.11,0.058,0.58,0.37,0.06,21-25,Secondary,Seeking Help
0.43,0.023,0.13,0.18,0.029,0.43,0.51,0.06,26-30,Tertiary,Socializing
0.38,0.024,0.1,0.15,0.057,0.68,0.45,0.14,15-20,Secondary,Socializing
0.2,0.024,0.12,0.06,0.075,0.64,0.28,0.1,26-30,Tertiary,Socializing
0.43,0.015,0.14,0.06,0.046,0.73,0.5,0.08,21-25,Secondary,Exercise
0.39,0.028,0.15,0.17,0.086,0.51,0.53,0.14,15-20,Secondary,Seeking Help
0.53,0.016,0.11,0.17,0.088,0.45,0.43,0.17,15-20,Secondary,Seeking Help
0.34,0.019,0.13,0.05,0.045,0.55,0.25,0.13,15-20,Primary,Seeking Help
0.19,0.018,0.13,0.07,0.036,0.47,0.35,0.05,21-25,Tertiary,Substance Use
0.34,0.028,0.06,0.09,0.063,0.59,0.36,0.15,26-30,Tertiary,Socializing
0.3,0.011,0.08,0.2,0.047,0.6,0.53,0.03,21-25,Tertiary,Substance Use
0.59,0.013,0.1,0.13,0.074,0.48,0.45,0.06,26-30,Primary,Isolation
0.3,0.022,0.14,0.28,0.052,0.53,0.41,0.11,15-20,Secondary,Isolation
0.23,0.019,0.11,0.17,0.051,0.55,0.42,0.12,21-25,Primary,Seeking Help
0.35,0.024,0.09,0.1,0.067,0.54,0.38,0.17,15-20,Tertiary,Isolation
0.17,0.027,0.13,0.05,0.04,0.68,0.36,0.08,21-25,Secondary,Seeking Help
0.36,0.025,0.05,0.15,0.044,0.64,0.33,0.08,26-30,Secondary,Exercise
0.26,0.016,0.13,0.18,0.047,0.51,0.31,0.09,26-30,Tertiary,Socializing
0.33,0.009,0.16,0.09,0.04,0.47,0.33,0.14,15-20,Secondary,Seeking Help
0.13,0.023,0.08,0.21,0.043,0.27,0.42,0.07,26-30,Secondary,Isolation
0.34,0.028,0.15,0.04,0.072,0.63,0.24,0.07,21-25,Primary,Isolation
0.37,0.023,0.13,0.21,0.054,0.73,0.49,0.12,21-25,Tertiary,Socializing
0.35,0.022,0.12,0.17,0.08,0.53,0.38,0.01,26-30,Secondary,Seeking Help
